No,名前,略称,性別,属性,ポジション,Lv1 GP,Lv1 TP,Lv1 Kic,Lv1 Bod,Lv1 Con,Lv1 Gua,Lv1 Spe,Lv1 Sta,Lv1 Gut,Lv99 GP,Lv99 TP,Lv99 Kic,Lv99 Bod,Lv99 Con,Lv99 Gua,Lv99 Spe,Lv99 Sta,Lv99 Gut,GP Type,TP Type,Kic Type,Bod Type,Con Type,Gua Type,Spe Type,Sta Type,Gut Type,Fre,Total,技1,技種,威力,TP,属性,技2,技種,威力,TP,属性,技3,技種,威力,TP,属性,技4,技種,威力,TP,属性,検索用1,検索用2,検索用3,検索用4,検索用5,検索用6,検索用7,検索用8
1526,透川　隆人,とおるがわ,男,山,FW,18,58,9,11,10,15,10,15,8,110,133,60,60,48,68,56,60,58,1,1,1,5,1,5,1,1,1,16,426,すいせいシュート,LS,45,36,,しっぷうダッシュ,DR,8,15,,ダブルグレネード,NS,70,35,,シャインドライブ,NS,78,42,,すいせいシュートしっぷうダッシュダブルグレネードシャインドライブ,すいせいシュートしっぷうダッシュダブルグレネードシャインドライブ,すいせいシュートしっぷうダッシュダブルグレネードシャインドライブ,すいせいシュートしっぷうダッシュダブルグレネードシャインドライブ,LSDRNSNS,LSDRNSNS,LSDRNSNS,LSDRNSNS
1527,戸羽　要,とわ,男,火,FW,50,33,18,15,11,11,11,12,13,160,137,60,60,52,62,52,62,69,1,5,1,1,1,1,1,1,1,24,441,イケメンＵＰ！,SK,0,0,,メテオアタック,NS,58,24,一致,モグラフェイント,DR,61,30,,にひゃくれつショット,BS,87,51,,イケメンＵＰ！メテオアタックモグラフェイントにひゃくれつショット,イケメンＵＰ！メテオアタックモグラフェイントにひゃくれつショット,イケメンＵＰ！メテオアタックモグラフェイントにひゃくれつショット,イケメンＵＰ！メテオアタックモグラフェイントにひゃくれつショット,SKNSDRBS,SKNSDRBS,SKNSDRBS,SKNSDRBS
1528,南部　比呂文,なんぶ,男,風,FW,58,21,17,15,12,13,13,14,12,147,140,68,63,57,52,60,64,64,1,5,1,1,1,1,1,1,1,23,451,イカサマ！,SK,0,0,,あびせげり,NS,45,24,,バックトルネード,BS,70,35,一致,アサルトシュート,LS,94,64,,イカサマ！あびせげりバックトルネードアサルトシュート,イカサマ！あびせげりバックトルネードアサルトシュート,イカサマ！あびせげりバックトルネードアサルトシュート,イカサマ！あびせげりバックトルネードアサルトシュート,SKNSBSLS,SKNSBSLS,SKNSBSLS,SKNSBSLS
1529,葉月　芽亜里,メアリー,女,火,FW,28,59,11,8,13,17,11,15,8,110,132,52,70,44,65,57,65,52,1,1,1,5,1,5,1,1,1,18,423,おいろけＵＰ！,SK,0,0,,ファントムシュート,NS,43,24,,イリュージョンボール,DR,47,23,,ローズスプラッシュ,NS,68,35,,おいろけＵＰ！ファントムシュートイリュージョンボールローズスプラッシュ,おいろけＵＰ！ファントムシュートイリュージョンボールローズスプラッシュ,おいろけＵＰ！ファントムシュートイリュージョンボールローズスプラッシュ,おいろけＵＰ！ファントムシュートイリュージョンボールローズスプラッシュ,SKNSDRNS,SKNSDRNS,SKNSDRNS,SKNSDRNS
1530,浜名　刻菓,ときか,女,林,DF,32,40,9,7,11,12,11,9,7,94,134,65,57,54,61,48,66,62,5,1,2,1,1,2,5,2,1,16,429,ブレードアタック,BL,39,23,,しっぷうダッシュ,DR,8,15,,くものいと,BL,56,30,一致,れっぷうダッシュ,DR,74,36,,ブレードアタックしっぷうダッシュくものいとれっぷうダッシュ,ブレードアタックしっぷうダッシュくものいとれっぷうダッシュ,ブレードアタックしっぷうダッシュくものいとれっぷうダッシュ,ブレードアタックしっぷうダッシュくものいとれっぷうダッシュ,BLDRBLDR,BLDRBLDR,BLDRBLDR,BLDRBLDR
1531,久本　重明,ひさもと,男,風,MF,32,36,13,12,8,10,9,11,9,123,192,59,52,76,40,48,61,52,1,2,1,1,1,1,1,1,1,19,407,モンキーターン,DR,15,17,,ヒートタックル,DR,47,23,,ひゃくれつショット,NS,58,24,,サイクロン,BL,64,32,一致,モンキーターンヒートタックルひゃくれつショットサイクロン,モンキーターンヒートタックルひゃくれつショットサイクロン,モンキーターンヒートタックルひゃくれつショットサイクロン,モンキーターンヒートタックルひゃくれつショットサイクロン,DRDRNSBL,DRDRNSBL,DRDRNSBL,DRDRNSBL
1532,福留　乙美,ふくどめ,女,風,DF,26,27,6,8,7,13,6,11,6,96,198,47,54,48,56,45,47,51,2,2,2,2,2,2,2,2,2,25,373,たまのりピエロ,DR,8,15,一致,ドッペルゲンガー,BL,16,17,,ラン・ボール・ラン,NS,65,33,,アイスグランド,BL,44,25,一致,たまのりピエロドッペルゲンガーラン・ボール・ランアイスグランド,たまのりピエロドッペルゲンガーラン・ボール・ランアイスグランド,たまのりピエロドッペルゲンガーラン・ボール・ランアイスグランド,たまのりピエロドッペルゲンガーラン・ボール・ランアイスグランド,DRBLNSBL,DRBLNSBL,DRBLNSBL,DRBLNSBL
1533,三瀬　芽理衣,メリィ,女,林,FW,43,66,11,14,6,12,19,13,11,158,149,57,55,45,65,77,62,61,5,5,1,1,5,1,2,5,1,20,442,セツヤク！,SK,0,0,,サイコショット,NS,31,20,一致,ラン・ボール・ラン,NS,65,33,一致,ローズスプラッシュ,NS,68,35,一致,セツヤク！サイコショットラン・ボール・ランローズスプラッシュ,セツヤク！サイコショットラン・ボール・ランローズスプラッシュ,セツヤク！サイコショットラン・ボール・ランローズスプラッシュ,セツヤク！サイコショットラン・ボール・ランローズスプラッシュ,SKNSNSNS,SKNSNSNS,SKNSNSNS,SKNSNSNS
1534,乱橋　胡杏,らんばし,女,火,FW,45,43,7,9,10,17,11,14,11,123,154,62,68,62,68,56,60,71,1,1,1,5,1,5,1,1,1,21,468,ブレードアタック,BL,39,23,,ジグザグスパーク,DR,47,23,,プリマドンナ,DR,69,32,,イナズマおとし,BS,109,44,,ブレードアタックジグザグスパークプリマドンナイナズマおとし,ブレードアタックジグザグスパークプリマドンナイナズマおとし,ブレードアタックジグザグスパークプリマドンナイナズマおとし,ブレードアタックジグザグスパークプリマドンナイナズマおとし,BLDRDRBS,BLDRDRBS,BLDRDRBS,BLDRDRBS
1535,足立　悦雄,エツオー,男,風,DF,44,47,9,9,10,13,9,8,10,83,152,68,57,56,63,34,62,59,5,1,2,1,1,2,5,2,1,28,427,うしろのしょうめん,BL,41,17,,スーパースキャン（Ｄ）,DR,38,22,,ラン・ボール・ラン,NS,65,33,,ぶんしんディフェンス,BL,73,36,,うしろのしょうめんスーパースキャン（Ｄ）ラン・ボール・ランぶんしんディフェンス,うしろのしょうめんスーパースキャン（Ｄ）ラン・ボール・ランぶんしんディフェンス,うしろのしょうめんスーパースキャン（Ｄ）ラン・ボール・ランぶんしんディフェンス,うしろのしょうめんスーパースキャン（Ｄ）ラン・ボール・ランぶんしんディフェンス,BLDRNSBL,BLDRNSBL,BLDRNSBL,BLDRNSBL
1536,有沢　恋音,ありさわ,女,林,MF,30,35,10,11,17,10,9,10,10,191,176,64,70,70,70,69,60,65,5,5,5,5,5,5,5,5,5,16,484,マジック,DR,22,17,一致,リボンシャワー,DR,52,25,,プリマドンナ,DR,69,32,,グッドスメル,BL,80,38,一致,マジックリボンシャワープリマドンナグッドスメル,マジックリボンシャワープリマドンナグッドスメル,マジックリボンシャワープリマドンナグッドスメル,マジックリボンシャワープリマドンナグッドスメル,DRDRDRBL,DRDRDRBL,DRDRDRBL,DRDRDRBL
1537,大脇　和司,おおわき,男,林,DF,44,23,5,8,4,6,8,8,6,123,164,71,64,70,63,66,60,63,1,5,5,5,5,5,5,5,5,27,484,たまのりピエロ,DR,8,15,,クイックドロウ,BL,8,15,一致,うしろのしょうめん,BL,41,17,,フェイクボール,BL,46,25,一致,たまのりピエロクイックドロウうしろのしょうめんフェイクボール,たまのりピエロクイックドロウうしろのしょうめんフェイクボール,たまのりピエロクイックドロウうしろのしょうめんフェイクボール,たまのりピエロクイックドロウうしろのしょうめんフェイクボール,DRBLBLBL,DRBLBLBL,DRBLBLBL,DRBLBLBL
1538,無双　千仙,むそう,男,火,FW,32,53,13,9,12,16,10,9,9,105,152,65,61,60,58,61,70,68,5,1,2,1,1,2,5,2,1,14,457,あびせげり,NS,45,24,一致,ヒートタックル,DR,47,23,一致,ダブルグレネード,NS,70,35,一致,ドラゴンキャノン,BS,89,51,一致,あびせげりヒートタックルダブルグレネードドラゴンキャノン,あびせげりヒートタックルダブルグレネードドラゴンキャノン,あびせげりヒートタックルダブルグレネードドラゴンキャノン,あびせげりヒートタックルダブルグレネードドラゴンキャノン,NSDRNSBS,NSDRNSBS,NSDRNSBS,NSDRNSBS
1539,蓮台　文宗,れんだい,男,風,DF,45,47,13,11,12,11,13,12,14,149,137,53,56,61,55,52,62,53,4,4,4,4,4,4,4,4,4,28,420,コイルターン,BL,8,15,一致,スーパースキャン（Ｂ）,BL,39,23,,ムーンサルト,DR,38,22,一致,スピニングカット,BB,58,30,一致,コイルターンスーパースキャン（Ｂ）ムーンサルトスピニングカット,コイルターンスーパースキャン（Ｂ）ムーンサルトスピニングカット,コイルターンスーパースキャン（Ｂ）ムーンサルトスピニングカット,コイルターンスーパースキャン（Ｂ）ムーンサルトスピニングカット,BLBLDRBB,BLBLDRBB,BLBLDRBB,BLBLDRBB
1540,白虎　秋人,びゃっこ,男,風,GK,78,90,16,16,9,20,13,8,13,217,173,78,69,46,78,68,44,74,2,5,2,5,5,5,5,2,5,40,497,キーパープラス,SK,0,0,,ワイルドクロー,CA,41,27,,カウンターストライク,P2,83,43,,ムゲン・ザ・ハンド,CA,130,57,,キーパープラスワイルドクローカウンターストライクムゲン・ザ・ハンド,キーパープラスワイルドクローカウンターストライクムゲン・ザ・ハンド,キーパープラスワイルドクローカウンターストライクムゲン・ザ・ハンド,キーパープラスワイルドクローカウンターストライクムゲン・ザ・ハンド,SKCAP2CA,SKCAP2CA,SKCAP2CA,SKCAP2CA
1541,桂本　健四郎,かつらもと,男,山,GK,25,52,7,7,14,13,13,15,11,125,136,60,65,46,64,54,70,57,1,1,1,5,1,5,1,1,1,20,436,スワンダイブ,CA,10,17,,フェイクボール,BL,46,25,,くものいと,BL,56,30,,ねっけつヘッド,P1,46,28,,スワンダイブフェイクボールくものいとねっけつヘッド,スワンダイブフェイクボールくものいとねっけつヘッド,スワンダイブフェイクボールくものいとねっけつヘッド,スワンダイブフェイクボールくものいとねっけつヘッド,CABLBLP1,CABLBLP1,CABLBLP1,CABLBLP1
1542,君島　友紀,きみしま,男,林,MF,21,36,14,8,11,7,17,14,9,125,141,45,56,56,60,69,63,63,5,5,1,1,1,1,2,5,1,19,431,マジック,DR,22,17,一致,ブレードアタック,BL,39,23,,ドラゴンクラッシュ,NS,65,33,一致,ジグザグスパーク,DR,47,23,,マジックブレードアタックドラゴンクラッシュジグザグスパーク,マジックブレードアタックドラゴンクラッシュジグザグスパーク,マジックブレードアタックドラゴンクラッシュジグザグスパーク,マジックブレードアタックドラゴンクラッシュジグザグスパーク,DRBLNSDR,DRBLNSDR,DRBLNSDR,DRBLNSDR
1543,国頭　貴賀,くにがみ,男,風,DF,33,93,11,8,6,17,15,14,10,134,182,45,39,34,74,77,55,59,5,5,1,1,5,2,2,5,1,17,400,サイコショット,NS,31,20,,ドッペルゲンガー,BL,16,17,,アイスグランド,BL,44,25,一致,かげぬい,BL,64,32,,サイコショットドッペルゲンガーアイスグランドかげぬい,サイコショットドッペルゲンガーアイスグランドかげぬい,サイコショットドッペルゲンガーアイスグランドかげぬい,サイコショットドッペルゲンガーアイスグランドかげぬい,NSBLBLBL,NSBLBLBL,NSBLBLBL,NSBLBLBL
1544,ヒデ　キング,ヒデ,男,山,DF,18,38,8,7,10,10,10,14,9,103,130,49,60,55,69,65,62,55,5,5,1,1,1,1,2,5,1,33,448,ドッペルゲンガー,BL,16,17,,ムーンサルト,DR,38,22,,ブレードアタック,BL,39,23,,スピニングカット,BB,58,30,,ドッペルゲンガームーンサルトブレードアタックスピニングカット,ドッペルゲンガームーンサルトブレードアタックスピニングカット,ドッペルゲンガームーンサルトブレードアタックスピニングカット,ドッペルゲンガームーンサルトブレードアタックスピニングカット,BLDRBLBB,BLDRBLBB,BLDRBLBB,BLDRBLBB
1545,清家　苑香,そのか,女,林,MF,19,47,9,10,8,8,10,10,11,116,132,50,55,62,62,70,70,57,5,5,1,1,1,1,2,5,1,27,453,おいろけＵＰ！,SK,0,0,,パトリオットシュート,LS,69,50,,ブレードアタック,BL,39,23,,リボンシャワー,DR,52,25,,おいろけＵＰ！パトリオットシュートブレードアタックリボンシャワー,おいろけＵＰ！パトリオットシュートブレードアタックリボンシャワー,おいろけＵＰ！パトリオットシュートブレードアタックリボンシャワー,おいろけＵＰ！パトリオットシュートブレードアタックリボンシャワー,SKLSBLDR,SKLSBLDR,SKLSBLDR,SKLSBLDR
1546,代田　日出夫,だいだ,男,山,MF,43,50,8,8,4,9,14,13,8,121,140,46,28,28,53,65,55,52,5,5,1,1,5,1,2,5,1,17,344,ドッペルゲンガー,BL,16,17,,ファイアトルネード,NS,65,33,,ざんぞう,DR,52,25,,ドこんじょうバット,BS,80,42,,ドッペルゲンガーファイアトルネードざんぞうドこんじょうバット,ドッペルゲンガーファイアトルネードざんぞうドこんじょうバット,ドッペルゲンガーファイアトルネードざんぞうドこんじょうバット,ドッペルゲンガーファイアトルネードざんぞうドこんじょうバット,BLNSDRBS,BLNSDRBS,BLNSDRBS,BLNSDRBS
1547,武上　勇吉,たけがみ,男,山,DF,30,47,10,11,9,11,8,8,10,134,117,44,46,48,49,44,48,55,2,2,2,2,2,2,2,2,2,20,354,ホーントレイン,BB,16,17,一致,つちだるま,NS,58,24,一致,フーセンガム,DR,38,22,,フェイクボール,BL,46,25,,ホーントレインつちだるまフーセンガムフェイクボール,ホーントレインつちだるまフーセンガムフェイクボール,ホーントレインつちだるまフーセンガムフェイクボール,ホーントレインつちだるまフーセンガムフェイクボール,BBNSDRBL,BBNSDRBL,BBNSDRBL,BBNSDRBL
1548,竹葉　貞朗,たけば,男,山,FW,58,49,14,11,11,17,10,15,11,151,176,65,73,67,78,62,66,64,1,1,1,5,1,5,1,1,1,20,495,フリーズショット,NS,67,33,,ムーンサルト,DR,38,22,,カマイタチ,DR,61,30,,リフレクトバスター,NS,94,40,一致,フリーズショットムーンサルトカマイタチリフレクトバスター,フリーズショットムーンサルトカマイタチリフレクトバスター,フリーズショットムーンサルトカマイタチリフレクトバスター,フリーズショットムーンサルトカマイタチリフレクトバスター,NSDRDRNS,NSDRDRNS,NSDRDRNS,NSDRDRNS
1549,団野　昭南,だんの,男,林,GK,38,20,9,13,16,16,8,9,7,169,70,48,69,75,78,32,60,54,4,1,1,2,2,2,1,4,1,16,432,タフネスブロック,CA,10,17,,トルネードキャッチ,CA,13,19,,ねっけつヘッド,P1,46,28,,つむじ,CA,61,34,,タフネスブロックトルネードキャッチねっけつヘッドつむじ,タフネスブロックトルネードキャッチねっけつヘッドつむじ,タフネスブロックトルネードキャッチねっけつヘッドつむじ,タフネスブロックトルネードキャッチねっけつヘッドつむじ,CACAP1CA,CACAP1CA,CACAP1CA,CACAP1CA
