No,Name,NickName,GENDER,ELEMENT,POSITION,ROLE,AGE_GROUP,SCHOOL_YEAR,TEAM,OBTAIN,IE1,IE2,IE3,GO1,GO2,GO3,ARS,ORI,VIC,KICK,CONTROL,TECHNIQUE,PRESSURE,PHYSICAL,AGILITY,INTELLIGENCE,SHOT,FOCUS(AT),FOCUS(DF),SCRAMBLE(AT),SCRAMBLE(DF),SHOT_BLOCK,KEEPER_POWER
5146,数多 清人,数多,男,風,DF,選手,中学生,二年生,英愛学園,チームの方針に従っているものの人工知能に負けないようにも意気込んでいる。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5147,小堂 阿奈,小堂,女,火,FW,選手,中学生,一年生,英愛学園,アナログ派で　ＰＣを雑に扱って壊すのでチームメンバーによく怒られている。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5148,安条 かぞえ,安条,女,林,DF,選手,中学生,二年生,英愛学園,鋭い物言いで無駄を切り捨てる　合理主義者。初めての友達は　自作のＡＩだったらしい。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5149,小松田 一仙,小松田,男,山,DF,選手,中学生,二年生,英愛学園,いつも　ぼんやりと誰かの指示を待っているが指示があると一転　すごい精度で実行する。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5150,梵 そよぎ,梵,男,風,MF,監督,大人,-,英愛学園,携帯するパッドでＡＩを駆使し　選手を導く。戦術・戦略・選手起用までＡＩの采配との噂。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5151,証条 閃果,証条,女,風,GK,マネージャー,中学生,二年生,英愛学園,最先端技術に詳しい　機械オタク。ＡＩはサッカー界に革命を起こすと信じる。,×,×,×,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
5156,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5166,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5173,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5174,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5175,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5177,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5178,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5179,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5180,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5181,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5182,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5183,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5184,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5185,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5186,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5187,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5188,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5189,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5192,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5193,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5194,,,-,-,-,-,-,-,-,-,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5195,ジョセフィーヌ,ジョセ,女,風,FW,選手,超越,-,サブキャラクター,違いの分かる　セレブでエレガントな猫。プライドが高く　意地っ張りなところがある。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5196,岩城 真樹,岩城,男,風,GK,選手,中学生,三年生,ダンス部,ダンスをこよなく愛する　ダンス部の部長。天才の来夏には　若干のジェラシーを感じる。,×,×,×,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
5197,八嶋 仁一朗,八嶋,男,山,FW,選手,中学生,二年生,柔道部,美化委員長を務める柔道部部長。千乃に忠誠を誓い　全力で守っている。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5198,五兎崎 真司,五兎崎,男,林,DF,選手,中学生,二年生,格闘技部,風紀委員長であり格闘技部部長。千乃の参謀役で　護衛としてつくことも多い。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5199,小峰 五助,小峰,男,林,DF,選手,中学生,一年生,無所属,５人兄弟の末っ子で　家ではいつも言いなり。気弱そうな相手を狙い　ストレスをぶつける。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5200,野刈 小作,小作,男,山,DF,選手,中学生,一年生,無所属,孤独が苦手で　いつも誰かと一緒にいるので１人で平気そうな人を見るとイライラする。,×,×,×,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
5201,小沢 右近,小沢,男,火,DF,選手,中学生,一年生,無所属,両親から優等生でいることを強く求められ自分よりできない人を　見下してしまう。,×,×,×,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
5202,王乃 貞行,王乃,男,山,GK,選手,中学生,二年生,野球部チーム,王の風格を漂わせる恵まれた体格でホームランを量産する剛腕バッター。,×,×,×,×,×,×,×,×,○,83,90,84,95,99,101,90,173,180,174,189,185,194,891
5203,長尾 茂,長尾,男,林,MF,選手,中学生,二年生,野球部チーム,どんな球を投げられてもヒットにできる奇想天外な打法を編み出す天才肌。,×,×,×,×,×,×,×,×,○,97,104,102,84,85,78,93,201,197,195,178,177,169,735
5204,松田 秀介,松田,男,風,DF,選手,中学生,一年生,野球部チーム,口数は少ないが　やるときはやる実力派。ここぞという時に　しっかりと仕事をする。,×,×,×,×,×,×,×,×,○,83,86,88,95,99,85,107,169,193,195,206,202,194,827
5205,市尾 太郎,イッチ,男,風,MF,選手,中学生,二年生,野球部チーム,野球部のムードメーカーでお調子者だが必ず結果を残す　オールラウンドプレイヤー。,×,×,×,×,×,×,×,×,○,97,104,102,84,85,78,93,201,197,195,178,177,169,735
5206,小谷 翔,小谷,男,風,FW,選手,中学生,二年生,野球部チーム,バッティングもピッチングもこなす二刀流。憧れは持たず　超える努力を惜しまない。,×,×,×,×,×,×,×,×,○,107,104,95,84,82,78,93,211,197,188,175,177,166,726
5207,梅坂 大地,梅坂,男,火,FW,選手,中学生,二年生,野球部チーム,『平静なる怪物』と称される名投手だったが肩の限界を感じ　楽しむ野球に転向した。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5208,村地 神乃介,村地,男,林,MF,選手,中学生,二年生,野球部チーム,調子がハマると　対戦相手が匙を投げるほど神がかり的な活躍を見せる猛打者。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5209,野牟 克人,野牟,男,火,DF,選手,中学生,二年生,野球部チーム,たまに芯を食ったことをぼやくので不意を突かれた周りは　大抵ビックリする。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5210,落 満博,落,男,山,MF,選手,中学生,一年生,野球部チーム,練習嫌いを公言するものの　自分に必要だと判断した練習は　決してサボらない。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5211,工畑 公親,工畑,男,火,DF,選手,中学生,二年生,野球部チーム,野球部の躍進に何度も貢献したことから『優勝請負人』と呼ばれている。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5212,灘 勝徳,灘,男,風,MF,選手,中学生,二年生,野球部チーム,何が起きても動じない鋼のメンタルを持ち落ち込んだ友人がいれば　すぐ励ます人格者。,×,×,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
5213,星谷 隆仙,星谷,男,火,DF,選手,中学生,二年生,野球部チーム,実力は本物だが　とにかく怒りっぽいのでチームメイトは　なだめるのに必死。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5214,古池 敦毅,古池,男,火,GK,選手,中学生,二年生,野球部チーム,どんな変化球もきっちり受け止める名捕手。強さの秘密は　毎朝欠かさず飲む乳酸菌飲料。,×,×,×,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
5215,小茂 英郎,小茂,男,山,FW,選手,中学生,二年生,野球部チーム,海外で活躍できる選手になりたいと留学できる高校を日々リストアップしている。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5216,金庄 蒼志,金庄,男,山,MF,選手,中学生,一年生,野球部チーム,常識に捉われない広い視野の持ち主で面白そうなことに　全力で闘志を燃やす。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5217,南尾 修人,南尾,男,林,FW,選手,中学生,一年生,野球部チーム,将来　娘が生まれたと仮定して悪い虫がつかないか　今から心配している。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5218,指田 丹珠,指田,女,林,FW,選手,中学生,三年生,ダンス部,個人のジャズダンスで受賞経験がある実力者。指先や足先への意識は　ダンス部一を誇る。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5219,爆波 九蘭,爆波,女,風,MF,選手,中学生,三年生,ダンス部,自己主張が激しく　踊るダンスも攻撃的だがこれでも昔より丸くなったと言われている。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5220,新境 地恵子,新境,女,山,DF,選手,中学生,二年生,ダンス部,おっとりしているが　新しい物好きな冒険家。バレエとヒップホップの組み合わせに挑戦中。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5221,唐栗 辰斗,唐栗,男,林,DF,選手,中学生,二年生,ダンス部,パントマイム出身でロボットダンスが特技。無重力のような動きで　みんなを虜にする。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5222,井塚 叶,井塚,男,火,FW,選手,中学生,二年生,ダンス部,芸能人と結婚したいという野望を持っており毎日　ダンス動画を投稿し続けている努力家。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5223,模田 習真,模田,男,風,DF,選手,中学生,一年生,ダンス部,周りに合わせがちで　おとなしいタイプだが難しい振りを　見よう見まねですぐ踊れる。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5224,乗原 上巴,乗原,男,風,MF,選手,中学生,二年生,ダンス部,音楽と踊りが大好きで　いい曲を耳にするとついアップのリズムで首を振ってしまう。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5225,三良 茶美,茶美,女,山,MF,選手,中学生,二年生,ダンス部,ステージ映えするメイクが得意で舞台裏で働くプロになりたいと思っている。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5226,猪頭 廻信,猪頭,男,火,GK,選手,中学生,一年生,ダンス部,ヘッドスピンを極めたいが　髪の負担を考え勝手に父親の育毛剤を使っている。,×,×,×,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
5227,舞田 千亜,千亜,女,林,MF,選手,中学生,一年生,ダンス部,チアリーディング経験者で　パワフルに舞い他の人と息のそろった動きで魅了する。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5228,宴 好恵,宴,女,山,DF,選手,中学生,二年生,ダンス部,ステージ後の集まりが大好きな打ち上げ隊長。お店選びは　彼女に任せれば間違いない。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5229,仮留 美織,美織,女,火,MF,選手,中学生,一年生,ダンス部,ダンス衣装に強いコダワリを持っており時には一から仕立ててしまうこともある。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5230,打段 呑吉,呑吉,男,林,FW,選手,中学生,一年生,ダンス部,振付を擬音だけで覚えるうち　普段の会話も擬音ばかりになってしまったダンス初心者。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5231,手鞠 陣次,手鞠,男,火,GK,選手,中学生,三年生,ハンドボール部,声が大きいハンドボール部の熱血キャプテン。人気クラブを目指し　部員たちと練習に励む。,×,×,×,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
5232,割馬 未照,未照,女,林,FW,選手,中学生,二年生,ハンドボール部,チーム全体をよく見ている指示役だが普段から見すぎるため　仲間からは不評。,×,×,×,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
5233,宇佐和 恋子,恋子,女,火,DF,選手,中学生,一年生,ハンドボール部,好きな人のウワサを聞くと　どんな話でも真に受けて行動してしまう慌てん坊。,×,×,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
5234,足塚 金史,足塚,男,風,MF,選手,中学生,一年生,ハンドボール部,ハンドボールでは足を使ってはいけないのに試合で焦ると　すぐ蹴ってしまうクセがある。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5235,叶尾 銀河,銀河,男,林,MF,選手,中学生,一年生,ハンドボール部,他力本願で　なんでもかんでも星に願う。ミスした時は　全部星のせいにしている。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5236,瓜屋 知名,知名,女,火,MF,選手,中学生,二年生,ハンドボール部,ぴょんぴょんとコートをボールのように走る。相手をかわし　ゴールめがけて跳んでいく。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
5237,出雲 羅月,羅月,女,火,MF,選手,中学生,二年生,ハンドボール部,いつも運よく敵のシュートを阻止する。ラッキーこの上ない　ゴール前の守護者。,×,×,×,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
